id,listing_url,name,picture_url,host_name,host_response_rate,host_is_superhost,host_has_profile_pic,host_thumbnail_url,host_picture_url,neighbourhood,property_type,bedrooms,bathrooms,price,weekly_price,monthly_price,availability_365,longitude,latitude,number_of_reviews,review_scores_rating,reviews_per_month
958,https://www.airbnb.com/rooms/958,"Bright, Modern Garden Unit - 1BR/1B",https://a0.muscache.com/im/pictures/51332160/0fa5e18c_original.jpg?aki_policy=large,Holly,92%,t,t,https://a0.muscache.com/im/pictures/efdad96a-3efc-4bc2-bdc9-f69740a5a818.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/efdad96a-3efc-4bc2-bdc9-f69740a5a818.jpg?aki_policy=profile_x_medium,Duboce Triangle,Apartment,1,1,170.00,1120.00,4200.00,122,-122.4338563,37.76931038,152,97,1.38
5858,https://www.airbnb.com/rooms/5858,Creative Sanctuary,https://a0.muscache.com/im/pictures/17714/3a7aea10_original.jpg?aki_policy=large,Philip And Tania,100%,f,t,https://a0.muscache.com/im/users/8904/profile_pic/1283840786/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8904/profile_pic/1283840786/original.jpg?aki_policy=profile_x_medium,Bernal Heights,Apartment,2,1,235.00,1600.00,5500.00,365,-122.4210179,37.74511233,112,98,0.99
7918,https://www.airbnb.com/rooms/7918,A Friendly Room - UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/26356/8030652f_original.jpg?aki_policy=large,Aaron,100%,f,t,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_x_medium,Cole Valley,Apartment,1,4,65.00,485.00,1685.00,365,-122.4525046,37.7666896,17,85,0.16
8142,https://www.airbnb.com/rooms/8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/27832/3b1f9e5e_original.jpg?aki_policy=large,Aaron,100%,f,t,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_x_medium,Cole Valley,Apartment,1,4,65.00,490.00,1685.00,328,-122.451828,37.76487219,7,91,0.15
8339,https://www.airbnb.com/rooms/8339,Historic Alamo Square Victorian,https://a0.muscache.com/im/pictures/6f84a7c2-e350-48b5-9200-8964ec80bb4b.jpg?aki_policy=large,Rosy,100%,f,t,https://a0.muscache.com/im/users/24215/profile_pic/1314905289/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24215/profile_pic/1314905289/original.jpg?aki_policy=profile_x_medium,Alamo Square,House,2,1.5,675.00,,,78,-122.4363737,37.77524859,26,97,0.24
8567,https://www.airbnb.com/rooms/8567,Lovely 2BR flat Great Location,https://a0.muscache.com/im/pictures/e2f3507c-dd08-4f5f-bd8c-93e749013c2b.jpg?aki_policy=large,Sandy,80%,f,t,https://a0.muscache.com/im/pictures/user/e20db090-e549-436e-ba36-ed1b652eae0f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e20db090-e549-436e-ba36-ed1b652eae0f.jpg?aki_policy=profile_x_medium,Western Addition/NOPA,Apartment,2,1,255.00,,,12,-122.4455543,37.78470745,30,90,0.27
8739,https://www.airbnb.com/rooms/8739,"Mission Sunshine, with Private Bath",https://a0.muscache.com/im/pictures/80811/7a57d0e7_original.jpg?aki_policy=large,Ivan & Wendy,100%,t,t,https://a0.muscache.com/im/users/7149/profile_pic/1259098370/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7149/profile_pic/1259098370/original.jpg?aki_policy=profile_x_medium,Mission District,Condominium,1,1,139.00,,9999.00,130,-122.4223669,37.7591889,594,98,5.41
9225,https://www.airbnb.com/rooms/9225,Artful Potrero Separate Floor with Garden,https://a0.muscache.com/im/pictures/80742/6401eac2_original.jpg?aki_policy=large,Gae,100%,f,t,https://a0.muscache.com/im/users/29674/profile_pic/1314134196/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29674/profile_pic/1314134196/original.jpg?aki_policy=profile_x_medium,Potrero Hill,House,1,1,135.00,1000.00,4000.00,313,-122.4054306,37.76258885,411,93,3.84
10251,https://www.airbnb.com/rooms/10251,Victorian Suite in Inner Mission,https://a0.muscache.com/im/pictures/30649314/ed09487a_original.jpg?aki_policy=large,Roman & Sarah,100%,t,t,https://a0.muscache.com/im/users/35199/profile_pic/1286322568/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/35199/profile_pic/1286322568/original.jpg?aki_policy=profile_x_medium,Mission District,Apartment,2,1,265.00,1540.00,5400.00,268,-122.413272,37.75874295,291,95,2.69
10578,https://www.airbnb.com/rooms/10578,Classic Nob Hill Studio - Roof Deck,https://a0.muscache.com/im/pictures/2249128/7f7ce9db_original.jpg?aki_policy=large,Andrew,100%,f,t,https://a0.muscache.com/im/users/37049/profile_pic/1286547340/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/37049/profile_pic/1286547340/original.jpg?aki_policy=profile_x_medium,,Apartment,0,1,120.00,1150.00,2875.00,309,-122.4154357,37.79142746,18,99,0.22
10819,https://www.airbnb.com/rooms/10819,Spacious 3BED/2BATH Apartment in Marina District,https://a0.muscache.com/im/pictures/45787/cf19017b_original.jpg?aki_policy=large,Bernat,99%,f,t,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_x_medium,Cow Hollow,Apartment,3,2,218.00,,,218,-122.4250454,37.80060136,22,88,0.34
10820,https://www.airbnb.com/rooms/10820,Haight Buena Vista Park Garden 3BR,https://a0.muscache.com/im/pictures/110980669/81b00c7e_original.jpg?aki_policy=large,Bernat,99%,f,t,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_x_medium,Lower Haight,Apartment,3,1,177.00,,,249,-122.4385911,37.77187372,35,88,0.33
10824,https://www.airbnb.com/rooms/10824,Victorian House in Hayes Valley,https://a0.muscache.com/im/pictures/45831/ae48b2a0_original.jpg?aki_policy=large,Bernat,99%,f,t,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_x_medium,Hayes Valley,Apartment,3,2,194.00,,,232,-122.4243619,37.77355002,13,92,0.17
10832,https://www.airbnb.com/rooms/10832,Union Square Modern Loft,https://a0.muscache.com/im/pictures/13456368/151ed257_original.jpg?aki_policy=large,Bernat,99%,f,t,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ee148160-cdd5-49d5-9fad-2905f78bd27d.jpg?aki_policy=profile_x_medium,Union Square,Apartment,1,1.5,139.00,,4800.00,360,-122.4079771,37.7857389,17,92,0.25
12041,https://www.airbnb.com/rooms/12041,Sunny/Sunset view room UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/114583/240203ed_original.jpg?aki_policy=large,Aaron,100%,f,t,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_x_medium,Haight-Ashbury,Apartment,1,4,85.00,630.00,1995.00,305,-122.4459422,37.77018946,5,75,0.06
12042,https://www.airbnb.com/rooms/12042,Sunny/Sunset view room UCSF/USF - San Francisco,https://a0.muscache.com/im/pictures/93562/3d1cde44_original.jpg?aki_policy=large,Aaron,100%,f,t,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_x_medium,Haight-Ashbury,Apartment,1,3,85.00,630.00,1995.00,338,-122.4477822,37.76894262,5,64,0.08
12522,https://www.airbnb.com/rooms/12522,Perfectly located Castro,https://a0.muscache.com/im/pictures/9158991/d0fa6362_original.jpg?aki_policy=large,Brenda,100%,t,t,https://a0.muscache.com/im/users/18431/profile_pic/1310056211/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18431/profile_pic/1310056211/original.jpg?aki_policy=profile_x_medium,The Castro,Apartment,1,1,79.00,,,0,-122.4303241,37.76074548,365,98,3.5
12584,https://www.airbnb.com/rooms/12584,"3 levels, Views, 2BR/1BA",https://a0.muscache.com/im/pictures/15772593/f0bb1141_original.jpg?aki_policy=large,Tom,100%,f,t,https://a0.muscache.com/im/pictures/6f085de9-38dc-4f44-8cd5-1762dbefad48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/6f085de9-38dc-4f44-8cd5-1762dbefad48.jpg?aki_policy=profile_x_medium,Cole Valley,Townhouse,2,1,135.00,1600.00,4600.00,335,-122.4545495,37.76203102,14,93,0.2
14125,https://www.airbnb.com/rooms/14125,Gallery Residence,https://a0.muscache.com/im/pictures/440633/87bb0cc9_original.jpg?aki_policy=large,Olivia,100%,t,t,https://a0.muscache.com/im/users/55475/profile_pic/1259130176/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/55475/profile_pic/1259130176/original.jpg?aki_policy=profile_x_medium,Mission District,Apartment,1,1,215.00,,5500.00,284,-122.422455,37.7549067,93,98,0.89
17132,https://www.airbnb.com/rooms/17132,Luxury 2BR suite with waterview,https://a0.muscache.com/im/pictures/85402/497bbaa0_original.jpg?aki_policy=large,Hijin + David,100%,f,t,https://a0.muscache.com/im/pictures/fb48525a-7414-4bc0-989b-4c1d79f07f1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/fb48525a-7414-4bc0-989b-4c1d79f07f1b.jpg?aki_policy=profile_x_medium,South Beach,Condominium,2,2,450.00,2300.00,6600.00,308,-122.390717,37.78646668,14,96,0.15
18231,https://www.airbnb.com/rooms/18231,Loft-like Apt./Garden (monthly only available),https://a0.muscache.com/im/pictures/145020/505b8901_original.jpg?aki_policy=large,Arlene & Leon,100%,f,t,https://a0.muscache.com/im/users/70224/profile_pic/1389404148/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/70224/profile_pic/1389404148/original.jpg?aki_policy=profile_x_medium,Noe Valley,Apartment,0,1,107.00,,3200.00,130,-122.4298237,37.74888371,59,96,0.59
18904,https://www.airbnb.com/rooms/18904,Tranquil Lower Haight w/pvt bath,https://a0.muscache.com/im/pictures/11252601/977c2ba2_original.jpg?aki_policy=large,Patrick,100%,t,t,https://a0.muscache.com/im/pictures/user/4ca4abbe-b19b-4cf8-8c4b-783655090cf5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ca4abbe-b19b-4cf8-8c4b-783655090cf5.jpg?aki_policy=profile_x_medium,Lower Haight,Townhouse,1,1,110.00,,,39,-122.4321565,37.77252152,328,97,4.04
19040,https://www.airbnb.com/rooms/19040,Mission Garden Retreat,https://a0.muscache.com/im/pictures/d18c209a-3e18-4d64-9288-ff2fda8d5c64.jpg?aki_policy=large,David,100%,t,t,https://a0.muscache.com/im/users/72731/profile_pic/1444258518/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/72731/profile_pic/1444258518/original.jpg?aki_policy=profile_x_medium,Mission District,Guest suite,0,1,198.00,1188.00,3888.00,0,-122.415174,37.76348967,225,96,2.19
21334,https://www.airbnb.com/rooms/21334,Studio loft on top of Russian Hill,https://a0.muscache.com/im/pictures/452548/6971a570_original.jpg?aki_policy=large,Joe,100%,t,t,https://a0.muscache.com/im/pictures/ba7f827f-97ed-4952-bd88-4a80fa971a0e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ba7f827f-97ed-4952-bd88-4a80fa971a0e.jpg?aki_policy=profile_x_medium,,Loft,1,1,150.00,1220.00,4305.00,25,-122.4153345,37.79579579,111,98,1.11
21914,https://www.airbnb.com/rooms/21914,A Friendly Room Apt. Style-UCSF/USF-San Francisco,https://a0.muscache.com/im/pictures/acf124ef-f0f8-4bbf-887d-39f849b27f3b.jpg?aki_policy=large,Aaron,100%,f,t,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21994/profile_pic/1428380894/original.jpg?aki_policy=profile_x_medium,Cole Valley,Apartment,1,4,65.00,490.00,1685.00,365,-122.4525132,37.7648003,14,78,0.17
23540,https://www.airbnb.com/rooms/23540,Modern in-Law Unit in the Happening,https://a0.muscache.com/im/pictures/124434/05509d6c_original.jpg?aki_policy=large,Daniel & Svetlana,100%,f,t,https://a0.muscache.com/im/users/92400/profile_pic/1268604125/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/92400/profile_pic/1268604125/original.jpg?aki_policy=profile_x_medium,Mission District,Guest suite,2,1,225.00,1500.00,5000.00,84,-122.4198382,37.75065033,93,97,0.91
23611,https://www.airbnb.com/rooms/23611,Bernal Heights Gem with Fab Views !,https://a0.muscache.com/im/pictures/124428/49cc0147_original.jpg?aki_policy=large,Cecilia,100%,t,t,https://a0.muscache.com/im/users/18732/profile_pic/1269218075/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18732/profile_pic/1269218075/original.jpg?aki_policy=profile_x_medium,Bernal Heights,Apartment,1,0.5,95.00,750.00,2800.00,335,-122.4120681,37.74556319,221,98,2.19
23630,https://www.airbnb.com/rooms/23630,Castro Guest Suite With Continental Breakfast,https://a0.muscache.com/im/pictures/452485/a20226fa_original.jpg?aki_policy=large,Daniel,100%,t,t,https://a0.muscache.com/im/users/93257/profile_pic/1350026013/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/93257/profile_pic/1350026013/original.jpg?aki_policy=profile_x_medium,The Castro,House,1,1,155.00,,,259,-122.4414323,37.75963016,324,97,3.27
23680,https://www.airbnb.com/rooms/23680,Central Location & Golden Gate View,https://a0.muscache.com/im/pictures/1dc9fc9b-7360-4f44-a825-430c8dbe69cf.jpg?aki_policy=large,Gia,100%,f,t,https://a0.muscache.com/im/users/93737/profile_pic/1268677020/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/93737/profile_pic/1268677020/original.jpg?aki_policy=profile_x_medium,Pacific Heights,Apartment,1,1,178.00,,,17,-122.4277325,37.7931804,22,99,0.22
24450,https://www.airbnb.com/rooms/24450,Atelier Noe 25 Studio in Noe Valley,https://a0.muscache.com/im/pictures/7b5db254-90d6-4242-9536-47af9d1caa77.jpg?aki_policy=large,Judith,100%,f,t,https://a0.muscache.com/im/pictures/user/9d3fe44e-9ff1-442a-b634-82095b58dfdf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9d3fe44e-9ff1-442a-b634-82095b58dfdf.jpg?aki_policy=profile_x_medium,,House,1,1,199.00,,,74,-122.436726,37.74884818,196,91,1.94
24463,https://www.airbnb.com/rooms/24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",https://a0.muscache.com/im/pictures/2736340/4f8445a8_original.jpg?aki_policy=large,Cathryn,100%,t,t,https://a0.muscache.com/im/users/99128/profile_pic/1269579142/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/99128/profile_pic/1269579142/original.jpg?aki_policy=profile_x_medium,Potrero Hill,Townhouse,1,1,155.00,1021.00,3200.00,141,-122.3991023,37.75644595,250,98,2.51
24685,https://www.airbnb.com/rooms/24685,Castro/Haight San Francisco,https://a0.muscache.com/im/pictures/132659/4f7d0b12_original.jpg?aki_policy=large,Alison,100%,t,t,https://a0.muscache.com/im/users/100567/profile_pic/1341248112/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/100567/profile_pic/1341248112/original.jpg?aki_policy=profile_x_medium,Lower Haight,Apartment,1,1,79.00,,,302,-122.438362,37.7716176,165,95,1.69
24723,https://www.airbnb.com/rooms/24723,Apartment-like rooms in PacHeights,https://a0.muscache.com/im/pictures/162101/84690917_original.jpg?aki_policy=large,Cynthia,100%,t,t,https://a0.muscache.com/im/users/100800/profile_pic/1441462438/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/100800/profile_pic/1441462438/original.jpg?aki_policy=profile_x_medium,Western Addition/NOPA,Guest suite,1,1,195.00,1049.00,3336.00,152,-122.4338611,37.78716465,250,95,2.47
25094,https://www.airbnb.com/rooms/25094,San Francisco's Luxury Oasis On Noe,https://a0.muscache.com/im/pictures/625b9802-97b8-47ad-88c4-233fc80692e1.jpg?aki_policy=large,Bruce,100%,t,t,https://a0.muscache.com/im/pictures/e6c2c222-ea5d-4f4b-b905-5ab579e1705a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/e6c2c222-ea5d-4f4b-b905-5ab579e1705a.jpg?aki_policy=profile_x_medium,Noe Valley,House,1,1,150.00,,,303,-122.4312154,37.74187613,18,100,0.69
25463,https://www.airbnb.com/rooms/25463,Modern Zen in the Lower Haight,https://a0.muscache.com/im/pictures/749554/a2d30f5f_original.jpg?aki_policy=large,Patrick,100%,t,t,https://a0.muscache.com/im/pictures/user/4ca4abbe-b19b-4cf8-8c4b-783655090cf5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ca4abbe-b19b-4cf8-8c4b-783655090cf5.jpg?aki_policy=profile_x_medium,Alamo Square,Townhouse,1,1,110.00,,,41,-122.4342115,37.77728949,367,98,3.87
25662,https://www.airbnb.com/rooms/25662,"Convenient, quiet, private!",https://a0.muscache.com/im/pictures/187496/07754eb5_original.jpg?aki_policy=large,Gayle,100%,t,t,https://a0.muscache.com/im/users/106005/profile_pic/1272869462/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/106005/profile_pic/1272869462/original.jpg?aki_policy=profile_x_medium,Potrero Hill,House,1,1,125.00,800.00,,288,-122.395409,37.76212202,280,95,2.85
25927,https://www.airbnb.com/rooms/25927,"CALEF HOUSE Rm 2, Priv Rm in Beaut SF Victorian",https://a0.muscache.com/im/pictures/40031640/6e957ef5_original.jpg?aki_policy=large,Ronda,100%,t,t,https://a0.muscache.com/im/users/109045/profile_pic/1271529697/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/109045/profile_pic/1271529697/original.jpg?aki_policy=profile_x_medium,Western Addition/NOPA,House,1,1.5,110.00,900.00,3100.00,324,-122.4303064,37.78894736,60,91,0.79
26488,https://www.airbnb.com/rooms/26488,Embarcadero High Rise with Views!,https://a0.muscache.com/im/pictures/256046/5cf76ac8_original.jpg?aki_policy=large,Micheal,,f,t,https://a0.muscache.com/im/users/112300/profile_pic/1317266056/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/112300/profile_pic/1317266056/original.jpg?aki_policy=profile_x_medium,South Beach,Apartment,1,0,1000.00,,,365,-122.3932944,37.79089911,48,97,0.48
27025,https://www.airbnb.com/rooms/27025,"Elegant, Antique Edwardian Apartment on Castro","https://a0.muscache.com/4ea/air/v2//pictures/d3842cbd-f8b3-4d06-b315-9fff6ab2d26b.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",Luis,100%,t,t,https://a0.muscache.com/im/pictures/user/57272a7e-5570-43e5-8dd6-d65d30f0d680.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57272a7e-5570-43e5-8dd6-d65d30f0d680.jpg?aki_policy=profile_x_medium,The Castro,Apartment,1,1,175.00,1100.00,3700.00,126,-122.4313644,37.76297968,129,100,1.29
27028,https://www.airbnb.com/rooms/27028,Secret Mission Garden,https://a0.muscache.com/im/pictures/626559/33587bfa_original.jpg?aki_policy=large,Ivan & Wendy,100%,t,t,https://a0.muscache.com/im/users/7149/profile_pic/1259098370/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7149/profile_pic/1259098370/original.jpg?aki_policy=profile_x_medium,Mission District,Condominium,1,1,199.00,9999.00,9999.00,0,-122.4215808,37.76097556,23,96,0.58
29557,https://www.airbnb.com/rooms/29557,gigi's bed and breakfast,https://a0.muscache.com/im/pictures/250504/7d0c59d7_original.jpg?aki_policy=large,Gigi,100%,f,t,https://a0.muscache.com/im/users/126036/profile_pic/1316459910/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/126036/profile_pic/1316459910/original.jpg?aki_policy=profile_x_medium,Richmond District,House,1,1,155.00,1000.00,,278,-122.5051832,37.77930832,33,99,0.34
32027,https://www.airbnb.com/rooms/32027,Luxury Two Bedroom Two Bath Suite - Lower Level.,https://a0.muscache.com/im/pictures/4210b51b-ca15-46f5-bba0-f269f999bd89.jpg?aki_policy=large,Jack,100%,f,t,https://a0.muscache.com/im/pictures/user/d391fe27-3a2f-4675-9053-05b12efc69bb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d391fe27-3a2f-4675-9053-05b12efc69bb.jpg?aki_policy=profile_x_medium,The Castro,Apartment,2,2,325.00,1600.00,6500.00,342,-122.4372922,37.76125915,2,90,0.04
32414,https://www.airbnb.com/rooms/32414,"Cozy, Sunny and Private Space",https://a0.muscache.com/im/pictures/693795/b4a6ff70_original.jpg?aki_policy=large,Lisa,100%,f,t,https://a0.muscache.com/im/users/140251/profile_pic/1292728159/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/140251/profile_pic/1292728159/original.jpg?aki_policy=profile_x_medium,Bernal Heights,Apartment,1,1,150.00,950.00,2700.00,217,-122.4125909,37.74025451,93,96,0.95
32802,https://www.airbnb.com/rooms/32802,Garden Flat in Telegraph Hill,https://a0.muscache.com/im/pictures/185778/68e0970d_original.jpg?aki_policy=large,Bosco,100%,f,t,https://a0.muscache.com/im/pictures/820c4cab-6fe1-48f3-9824-4e8fe414733f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/820c4cab-6fe1-48f3-9824-4e8fe414733f.jpg?aki_policy=profile_x_medium,Telegraph Hill,Apartment,1,1,195.00,,,1,-122.4046102,37.79834682,28,99,0.28
33577,https://www.airbnb.com/rooms/33577,Potrero Hill Garden Suite,https://a0.muscache.com/im/pictures/a519ea4c-8bb1-45bb-9e04-0ef53b8fcefa.jpg?aki_policy=large,Kepa,100%,t,t,https://a0.muscache.com/im/pictures/user/9fb305b5-f77c-4245-9d5e-96eb158b8d90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9fb305b5-f77c-4245-9d5e-96eb158b8d90.jpg?aki_policy=profile_x_medium,Potrero Hill,House,1,1,230.00,,,316,-122.3975009,37.76514606,579,99,6.46
33578,https://www.airbnb.com/rooms/33578,Potrero Hill Garden Lookout,https://a0.muscache.com/im/pictures/546799/92f5004e_original.jpg?aki_policy=large,Kepa,100%,t,t,https://a0.muscache.com/im/pictures/user/9fb305b5-f77c-4245-9d5e-96eb158b8d90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9fb305b5-f77c-4245-9d5e-96eb158b8d90.jpg?aki_policy=profile_x_medium,Potrero Hill,House,1,1,230.00,,,319,-122.3973047,37.76525619,533,99,5.56
38607,https://www.airbnb.com/rooms/38607,Beautiful Upscale House Private BR,https://a0.muscache.com/im/pictures/844895/8f129457_original.jpg?aki_policy=large,Jonathan,100%,t,t,https://a0.muscache.com/im/users/165574/profile_pic/1354133311/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/165574/profile_pic/1354133311/original.jpg?aki_policy=profile_x_medium,Presidio Heights,House,1,1,119.00,,,6,-122.4580923,37.78197462,181,96,1.85
39174,https://www.airbnb.com/rooms/39174,Bette's New Place,https://a0.muscache.com/im/pictures/14761467/a50271e4_original.jpg?aki_policy=large,Annette,97%,f,t,https://a0.muscache.com/im/pictures/d8938245-cc5e-4d01-8131-6006c8e934a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/d8938245-cc5e-4d01-8131-6006c8e934a5.jpg?aki_policy=profile_x_medium,Noe Valley,Guest suite,1,1,107.00,,3200.00,365,-122.424885,37.74830167,20,96,0.24
39418,https://www.airbnb.com/rooms/39418,"Comfortable Home Base, Popular Area",https://a0.muscache.com/im/pictures/220264/34777dc7_original.jpg?aki_policy=large,Therese And Nelson,100%,f,t,https://a0.muscache.com/im/users/169184/profile_pic/1362604872/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/169184/profile_pic/1362604872/original.jpg?aki_policy=profile_x_medium,Bernal Heights,Apartment,0,1,100.00,,2300.00,278,-122.4205486,37.74092695,21,98,0.25
40092,https://www.airbnb.com/rooms/40092,Cute Private Apt in the hip Mission,https://a0.muscache.com/im/pictures/29527570/6a86b59f_original.jpg?aki_policy=large,Brian & Leah,94%,t,t,https://a0.muscache.com/im/users/172182/profile_pic/1377881609/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/172182/profile_pic/1377881609/original.jpg?aki_policy=profile_x_medium,Mission District,Apartment,1,,131.00,1200.00,4100.00,191,-122.419693,37.76016369,95,92,0.99
41055,https://www.airbnb.com/rooms/41055,Cozy Castro Cottage with Cat,https://a0.muscache.com/im/pictures/652455/23b2f4fb_original.jpg?aki_policy=large,Chas,90%,f,t,https://a0.muscache.com/im/pictures/ab609821-a596-4111-9ae9-1b6fdd919c74.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/ab609821-a596-4111-9ae9-1b6fdd919c74.jpg?aki_policy=profile_x_medium,The Castro,House,1,1,159.00,1199.00,4299.00,247,-122.4333547,37.76125009,38,94,0.39
41172,https://www.airbnb.com/rooms/41172,Sue's Place,https://a0.muscache.com/im/pictures/29903170/ce66ed60_original.jpg?aki_policy=large,Sue,100%,t,t,https://a0.muscache.com/im/pictures/8da22808-6497-4539-8dea-8037550917e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/8da22808-6497-4539-8dea-8037550917e5.jpg?aki_policy=profile_x_medium,Bernal Heights,House,1,2,128.00,875.00,,308,-122.4176301,37.74082734,199,98,2.06
41399,https://www.airbnb.com/rooms/41399,"Heart of San Francisco, the Mission",https://a0.muscache.com/im/pictures/f1432fd1-ec3e-470b-98b7-f7d28601b5f8.jpg?aki_policy=large,Anton,90%,t,t,https://a0.muscache.com/im/users/180530/profile_pic/1280104918/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/180530/profile_pic/1280104918/original.jpg?aki_policy=profile_x_medium,Mission District,Apartment,2,1,290.00,2450.00,7500.00,321,-122.4186619,37.75610669,69,96,0.98
41423,https://www.airbnb.com/rooms/41423,Guest Cottage - SF,https://a0.muscache.com/im/pictures/258897/4a40b3c7_original.jpg?aki_policy=large,Dana,83%,f,t,https://a0.muscache.com/im/users/180715/profile_pic/1433120733/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/180715/profile_pic/1433120733/original.jpg?aki_policy=profile_x_medium,Glen Park,House,0,1,126.00,690.00,2500.00,309,-122.4330159,37.73556832,145,89,1.5
41609,https://www.airbnb.com/rooms/41609,Spacious Quiet SF Downtown Retreat,https://a0.muscache.com/im/pictures/30793350/b05f8f09_original.jpg?aki_policy=large,Peter,100%,f,t,https://a0.muscache.com/im/users/54299/profile_pic/1287965144/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/54299/profile_pic/1287965144/original.jpg?aki_policy=profile_x_medium,Nob Hill,Condominium,1,1,170.00,,4419.00,278,-122.412916,37.79001329,13,98,0.14
